,TIMESTAMP(datetime),ACTUAL_GEN(float),PREDICTED_GEN (float)
703,2021-07-30 08:00:00,2867.0,4014.740425
704,2021-07-30 09:00:00,5536.0,6699.361623
705,2021-07-30 10:00:00,7139.0,8498.86173
706,2021-07-30 11:00:00,7891.0,9507.27635
707,2021-07-30 12:00:00,8442.0,10189.12651
708,2021-07-30 13:00:00,8462.0,10271.69332
709,2021-07-30 14:00:00,8612.0,10061.89003
710,2021-07-30 15:00:00,7492.0,9925.380089
711,2021-07-30 16:00:00,6773.0,9232.725087
712,2021-07-30 17:00:00,5921.0,7918.701952
713,2021-07-30 18:00:00,4412.0,6207.345661
714,2021-07-30 19:00:00,1963.0,3550.942826
715,2021-07-30 20:00:00,399.0,859.9148071
716,2021-07-30 21:00:00,0.0,123.1146724
717,2021-07-30 22:00:00,0.0,134.3137835
718,2021-07-30 23:00:00,0.0,59.70492022
719,2021-07-31 00:00:00,0.0,0.0
720,2021-07-31 01:00:00,0.0,96.0557826
721,2021-07-31 02:00:00,0.0,48.60236259
722,2021-07-31 03:00:00,0.0,290.7913011
723,2021-07-31 04:00:00,0.0,380.6777894
724,2021-07-31 05:00:00,0.0,423.6122228
725,2021-07-31 06:00:00,0.0,254.7977125
726,2021-07-31 07:00:00,390.0,722.0179712
727,2021-07-31 08:00:00,3544.0,3494.465675
728,2021-07-31 09:00:00,6991.0,6462.321953
729,2021-07-31 10:00:00,9015.0,8179.154447
730,2021-07-31 11:00:00,9604.0,9063.676834
731,2021-07-31 12:00:00,10082.0,9541.111727
732,2021-07-31 13:00:00,10270.0,9600.436471
733,2021-07-31 14:00:00,10248.0,9479.603568
734,2021-07-31 15:00:00,9760.0,8794.54133
735,2021-07-31 16:00:00,9437.0,8092.49358
736,2021-07-31 17:00:00,8527.0,6907.932738
737,2021-07-31 18:00:00,7505.0,5443.683859
738,2021-07-31 19:00:00,4080.0,3020.396961
739,2021-07-31 20:00:00,622.0,934.1642279
740,2021-07-31 21:00:00,6.0,453.4122489
741,2021-07-31 22:00:00,7.0,467.3594193
742,2021-07-31 23:00:00,7.0,458.4728979
743,2021-08-01 00:00:00,7.0,411.9505229
